Raman Shift,"2044_D_siarczyn_sodu_5,5mM_9s_1acc_30%_3","2044_D_siarczyn_sodu_5,5mM_9s_1acc_30%_4","2044_G_siarczyn_sodu_5,5mM_9s_1acc_30%","2044_G_siarczyn_sodu_5,5mM_9s_1acc_30%_2","2044_G_siarczyn_sodu_5,5mM_9s_1acc_30%_3","2045_D_siarczyn_sodu_5,5mM_9s_1acc_30%","2045_D_siarczyn_sodu_5,5mM_9s_1acc_30%_2","2045_D_siarczyn_sodu_5,5mM_9s_1acc_30%_3","2045_G_siarczyn_sodu_5,5mM_9s_1acc_30%","2045_G_siarczyn_sodu_5,5mM_9s_1acc_30%_2","2041_D_siarczyn_sodu_5,5mM_9s_1acc_30%","2041_D_siarczyn_sodu_5,5mM_9s_1acc_30%_2","2041_G_siarczyn_sodu_5,5mM_9s_1acc_30%","2041_G_siarczyn_sodu_5,5mM_9s_1acc_30%_2","2044_D_siarczyn_sodu_5,5mM_9s_1acc_30%_2"
761.54,16984.0,14295.0,14540.0,16726.0,13378.0,14247.0,14338.0,16166.0,15205.0,16282.0,8202.0,10609.0,14707.0,11950.0,14782.0
763.67,16811.0,13904.0,14441.0,16283.0,13241.0,14274.0,13967.0,15954.0,15072.0,15623.0,7802.0,10782.0,14675.0,11800.0,14349.0
765.8,16659.0,13619.0,14402.0,16193.0,13281.0,14135.0,13911.0,16072.0,14652.0,15617.0,8019.0,10462.0,14711.0,11811.0,14076.0
767.93,16835.0,13800.0,14453.0,16182.0,13083.0,14387.0,13990.0,16106.0,15125.0,15567.0,8225.0,10373.0,14797.0,12146.0,14407.0
770.06,17055.0,14243.0,14939.0,16326.0,13267.0,14285.0,13986.0,15949.0,15075.0,15772.0,7981.0,10405.0,15010.0,12173.0,14695.0
772.19,16901.0,14130.0,14545.0,16234.0,13368.0,14262.0,14046.0,15991.0,14848.0,15663.0,7822.0,10578.0,14732.0,11991.0,14245.0
774.32,16584.0,13878.0,14604.0,16342.0,13139.0,14253.0,14066.0,16056.0,14875.0,15999.0,7822.0,10496.0,14413.0,12121.0,14568.0
776.45,16563.0,13810.0,14335.0,15974.0,12543.0,14314.0,13482.0,15665.0,14973.0,15520.0,7944.0,10597.0,14541.0,12155.0,14565.0
778.58,17033.0,13888.0,14685.0,16191.0,12865.0,13874.0,13386.0,15292.0,14541.0,15704.0,7542.0,10416.0,14372.0,11996.0,14439.0
780.7,16568.0,13446.0,14651.0,16109.0,12599.0,13959.0,13666.0,15637.0,14776.0,15447.0,7501.0,10426.0,14654.0,11686.0,14183.0
782.83,16871.0,13165.0,14445.0,15975.0,12887.0,13905.0,13701.0,15577.0,14688.0,15659.0,7861.0,10297.0,14221.0,11728.0,14293.0
784.95,16899.0,13466.0,14375.0,16460.0,13233.0,14185.0,13597.0,15501.0,14552.0,15396.0,7546.0,10385.0,14442.0,11805.0,14119.0
787.07,16511.0,13467.0,14107.0,16095.0,13075.0,13949.0,13526.0,15357.0,14832.0,15706.0,7808.0,10095.0,14408.0,11662.0,14426.0
789.19,16741.0,13398.0,14296.0,15638.0,12581.0,13866.0,13546.0,15913.0,14515.0,15243.0,7355.0,9790.0,14493.0,11580.0,14204.0
791.32,16876.0,13228.0,14096.0,15955.0,12649.0,13932.0,13351.0,15309.0,14229.0,15166.0,7679.0,10291.0,13995.0,11675.0,14181.0
793.44,16889.0,13052.0,14212.0,15893.0,12859.0,13790.0,13515.0,15436.0,14412.0,15711.0,7723.0,9952.0,14264.0,11661.0,14143.0
795.56,16582.0,13541.0,13957.0,16065.0,12572.0,13669.0,13420.0,15151.0,14460.0,15113.0,7516.0,10181.0,14309.0,11424.0,13755.0
797.67,16143.0,12757.0,14063.0,15955.0,12883.0,13619.0,13443.0,15494.0,14335.0,15317.0,7551.0,9841.0,14490.0,11400.0,13879.0
799.79,16226.0,13258.0,14193.0,16123.0,12863.0,13349.0,13509.0,15653.0,14509.0,15534.0,7524.0,9850.0,14237.0,10762.0,14021.0
801.91,16398.0,13709.0,14452.0,16287.0,13192.0,13821.0,13442.0,15327.0,15110.0,15590.0,7599.0,10293.0,14431.0,11202.0,14258.0
804.02,16073.0,13634.0,14525.0,15991.0,12687.0,13921.0,13627.0,15842.0,14548.0,15514.0,7537.0,10231.0,13922.0,11690.0,14179.0
806.14,16777.0,13270.0,14699.0,16125.0,13192.0,14019.0,13568.0,15569.0,14743.0,15841.0,7464.0,9870.0,14202.0,11239.0,14319.0
808.25,16098.0,13436.0,14725.0,16049.0,13023.0,13383.0,13361.0,15318.0,14357.0,15110.0,7777.0,10005.0,14031.0,11097.0,14439.0
810.37,16239.0,13660.0,14209.0,15745.0,12547.0,13752.0,13545.0,15258.0,14231.0,15423.0,7487.0,10068.0,14071.0,11296.0,14061.0
812.48,15972.0,13535.0,14221.0,15816.0,12599.0,13222.0,13086.0,15328.0,14361.0,15240.0,7678.0,9887.0,13838.0,11294.0,14083.0
814.59,15934.0,13384.0,14524.0,15836.0,12900.0,13088.0,13021.0,14951.0,14206.0,15289.0,7387.0,10023.0,13717.0,11387.0,13936.0
816.7,15962.0,13189.0,14087.0,16017.0,12597.0,13201.0,13196.0,14837.0,14396.0,15352.0,7623.0,10172.0,13789.0,10830.0,14058.0
818.81,15969.0,13448.0,13755.0,15547.0,12214.0,13036.0,12637.0,14864.0,14191.0,15111.0,7111.0,9831.0,13721.0,11086.0,13454.0
820.92,15347.0,12944.0,13743.0,15337.0,12284.0,13350.0,12828.0,15258.0,13589.0,15090.0,7622.0,9649.0,14013.0,10707.0,13768.0
823.02,15928.0,13305.0,14690.0,15540.0,12742.0,13238.0,13396.0,15161.0,14172.0,15612.0,7544.0,10101.0,14066.0,11153.0,13769.0
825.13,15421.0,13485.0,13873.0,15421.0,12396.0,13077.0,12852.0,14711.0,14410.0,14919.0,7333.0,9806.0,14180.0,10999.0,13433.0
827.24,15716.0,12853.0,13985.0,15836.0,12524.0,13202.0,13344.0,14493.0,13925.0,14584.0,7424.0,9847.0,13606.0,11363.0,13495.0
829.34,16015.0,13014.0,13820.0,15618.0,12349.0,13332.0,13201.0,14985.0,14126.0,15218.0,7416.0,9744.0,13780.0,11202.0,13752.0
831.45,15687.0,13288.0,13784.0,15905.0,12542.0,13517.0,12844.0,14838.0,14045.0,15119.0,7654.0,10046.0,13930.0,11422.0,13692.0
833.55,15282.0,13058.0,13880.0,15637.0,12418.0,13257.0,13189.0,14705.0,14078.0,14864.0,7625.0,9907.0,13790.0,11122.0,13587.0
835.65,15931.0,13232.0,13925.0,15634.0,12373.0,13413.0,13059.0,14785.0,14393.0,15351.0,7374.0,9551.0,13786.0,10953.0,13779.0
837.75,16537.0,13636.0,14225.0,15579.0,12693.0,13390.0,13208.0,15095.0,14124.0,14949.0,7451.0,10186.0,13821.0,11168.0,14108.0
839.85,15393.0,13106.0,14029.0,15539.0,12413.0,13660.0,13330.0,14998.0,14256.0,14964.0,7558.0,9780.0,14036.0,11205.0,13816.0
841.95,15641.0,13079.0,14247.0,15486.0,12517.0,13419.0,13056.0,14861.0,13927.0,14838.0,7518.0,9914.0,14048.0,11780.0,13609.0
844.05,15919.0,13296.0,13895.0,15513.0,12205.0,13106.0,12874.0,14963.0,14072.0,14885.0,7567.0,10032.0,13759.0,11420.0,13813.0
846.15,16290.0,13277.0,14439.0,15835.0,12204.0,13282.0,13003.0,14855.0,13891.0,14813.0,7713.0,10332.0,13986.0,11548.0,14198.0
848.24,16613.0,13344.0,14490.0,16027.0,12493.0,13723.0,13540.0,15244.0,14526.0,14980.0,7663.0,10088.0,14029.0,11997.0,14524.0
850.34,16458.0,13348.0,14729.0,15789.0,12405.0,13787.0,13389.0,15358.0,14616.0,14969.0,7708.0,10255.0,14434.0,11743.0,14648.0
852.44,16383.0,13314.0,14743.0,15497.0,12489.0,13743.0,13330.0,15375.0,14323.0,15129.0,7704.0,10248.0,14236.0,11479.0,14571.0
854.53,16256.0,13267.0,14467.0,15565.0,12559.0,13315.0,13495.0,15566.0,14359.0,15118.0,7467.0,9928.0,14191.0,11670.0,14500.0
856.62,15790.0,12901.0,14962.0,15681.0,12738.0,13409.0,13524.0,15133.0,14579.0,15112.0,7512.0,10320.0,14363.0,11515.0,14329.0
858.71,15775.0,12850.0,14070.0,15617.0,12600.0,13151.0,13192.0,15007.0,14468.0,14970.0,7762.0,10370.0,13956.0,11458.0,13963.0
860.81,15586.0,13302.0,14324.0,15426.0,12346.0,13304.0,13182.0,15174.0,14057.0,14438.0,7515.0,10062.0,14032.0,11527.0,13711.0
862.9,15742.0,13018.0,14191.0,15700.0,12743.0,13380.0,13202.0,14700.0,14093.0,14588.0,7492.0,10192.0,14009.0,11444.0,13564.0
864.99,15602.0,12944.0,14152.0,15440.0,12506.0,13115.0,12999.0,14915.0,14190.0,14866.0,7804.0,10241.0,13791.0,11609.0,13834.0
867.08,15612.0,13192.0,14189.0,15434.0,12622.0,13658.0,13362.0,14757.0,14308.0,14917.0,7698.0,10297.0,14121.0,11813.0,13389.0
869.16,15623.0,12664.0,13727.0,15375.0,12607.0,13226.0,13138.0,15028.0,13815.0,14537.0,7356.0,10343.0,13761.0,11319.0,13578.0
871.25,15860.0,13080.0,13756.0,15512.0,12550.0,13331.0,13125.0,15143.0,14000.0,14952.0,7484.0,9907.0,13855.0,11313.0,13322.0
873.34,15608.0,13466.0,13996.0,15558.0,12684.0,13188.0,13250.0,15095.0,13600.0,14635.0,7187.0,10169.0,13739.0,11159.0,13473.0
875.42,15657.0,13226.0,13499.0,15656.0,12616.0,13132.0,13076.0,15379.0,14351.0,14518.0,7089.0,10403.0,13913.0,11701.0,13307.0
877.51,15369.0,13002.0,13927.0,15441.0,12955.0,12991.0,12765.0,15085.0,13832.0,14777.0,7234.0,10205.0,14132.0,11266.0,13650.0
879.59,15563.0,13364.0,13725.0,15139.0,12914.0,12994.0,13168.0,15135.0,14178.0,14981.0,7194.0,10143.0,13859.0,11466.0,13502.0
881.67,15077.0,12555.0,13200.0,15101.0,12479.0,12952.0,12873.0,14831.0,13951.0,14482.0,7200.0,9968.0,13320.0,11241.0,13114.0
883.75,15492.0,13068.0,13558.0,15078.0,12597.0,13157.0,12709.0,15073.0,13764.0,14821.0,7229.0,10495.0,13821.0,11399.0,13339.0
885.83,15054.0,12798.0,13449.0,14773.0,12665.0,12722.0,12429.0,14271.0,13687.0,14819.0,7385.0,10195.0,13668.0,11147.0,13190.0
887.91,14644.0,13027.0,13204.0,14866.0,12500.0,12729.0,12616.0,14332.0,13869.0,14455.0,7469.0,10064.0,13603.0,11003.0,12700.0
889.99,14737.0,12882.0,13467.0,15048.0,12497.0,12543.0,12597.0,14327.0,13742.0,14363.0,7236.0,10118.0,13728.0,11163.0,13038.0
892.07,14910.0,12740.0,13254.0,14875.0,12325.0,13071.0,12869.0,14636.0,13667.0,14327.0,7157.0,9961.0,13754.0,10989.0,12900.0
894.15,15159.0,12781.0,13513.0,14659.0,12445.0,13045.0,12597.0,14360.0,13427.0,14703.0,7407.0,9977.0,13439.0,11354.0,13176.0
896.22,14882.0,12733.0,13456.0,14859.0,12444.0,12989.0,12591.0,14226.0,13403.0,14362.0,7177.0,9473.0,13699.0,11064.0,13087.0
898.3,14922.0,12637.0,13173.0,15080.0,12183.0,12886.0,12789.0,14352.0,13664.0,14294.0,7192.0,9568.0,13156.0,10959.0,12988.0
900.37,14710.0,12487.0,13223.0,14839.0,12067.0,12952.0,12296.0,13958.0,13146.0,14195.0,7384.0,9821.0,13478.0,11293.0,12914.0
902.45,15041.0,12114.0,13323.0,14524.0,12087.0,12490.0,12321.0,13992.0,13219.0,14696.0,7169.0,9920.0,13331.0,11004.0,12638.0
904.52,14596.0,12347.0,12987.0,14850.0,12027.0,12603.0,12258.0,13808.0,13508.0,14346.0,6968.0,9296.0,13385.0,10676.0,12822.0
906.59,14844.0,12839.0,12983.0,14639.0,12027.0,12654.0,12362.0,14094.0,13395.0,13995.0,7063.0,9777.0,13117.0,10510.0,12738.0
908.66,14668.0,12469.0,12821.0,14563.0,11869.0,12875.0,12522.0,14054.0,13517.0,14303.0,7003.0,9786.0,13335.0,10913.0,12796.0
910.73,14723.0,12506.0,13131.0,14871.0,11731.0,13081.0,12747.0,14047.0,13486.0,14451.0,7137.0,9782.0,13225.0,10658.0,12948.0
912.8,14979.0,12424.0,13231.0,14883.0,12071.0,13172.0,12944.0,13887.0,13632.0,13989.0,7060.0,9636.0,13275.0,10873.0,12728.0
914.87,14843.0,12885.0,13151.0,14807.0,11750.0,12643.0,12395.0,14137.0,13360.0,14301.0,7254.0,9551.0,13464.0,10750.0,12810.0
916.94,15155.0,12851.0,13285.0,15214.0,11772.0,12857.0,12610.0,14003.0,13453.0,14082.0,7113.0,9900.0,13313.0,10896.0,13076.0
919.0,15439.0,12903.0,13669.0,15213.0,12268.0,13038.0,12802.0,14257.0,13862.0,15106.0,7173.0,10111.0,13408.0,11218.0,13341.0
921.07,15542.0,13158.0,14170.0,15169.0,12001.0,12982.0,12689.0,14533.0,13789.0,14612.0,7122.0,10199.0,13479.0,10487.0,13315.0
923.14,15890.0,12866.0,14398.0,15760.0,12743.0,13515.0,12985.0,14599.0,14336.0,15128.0,7325.0,10010.0,13814.0,11187.0,13414.0
925.2,15744.0,13367.0,14332.0,15496.0,12853.0,13428.0,12792.0,14587.0,14086.0,15076.0,7278.0,10023.0,13351.0,10873.0,13819.0
927.26,15548.0,13163.0,14095.0,15795.0,12180.0,13582.0,12903.0,14677.0,13870.0,15051.0,7335.0,10105.0,13680.0,10863.0,13600.0
929.32,15737.0,13420.0,14145.0,15723.0,12311.0,13882.0,13033.0,14951.0,14260.0,15109.0,7256.0,9840.0,13641.0,10770.0,13614.0
931.39,15443.0,12851.0,14133.0,15490.0,12207.0,13120.0,12527.0,14392.0,13544.0,14531.0,7285.0,9786.0,13707.0,10872.0,13322.0
933.45,14877.0,12938.0,13535.0,15167.0,11916.0,13096.0,12378.0,14493.0,13620.0,14378.0,7202.0,9892.0,13710.0,10720.0,12875.0
935.51,14820.0,12603.0,13343.0,14907.0,11771.0,12901.0,12350.0,14098.0,13508.0,14119.0,7285.0,9402.0,13451.0,10594.0,12872.0
937.56,14497.0,12663.0,13389.0,14895.0,11761.0,12947.0,12429.0,14201.0,13507.0,14379.0,7078.0,9930.0,13300.0,11028.0,12829.0
939.62,14730.0,12739.0,13271.0,14563.0,11549.0,13173.0,12256.0,14119.0,13556.0,14238.0,7017.0,9660.0,13778.0,10607.0,12907.0
941.68,14883.0,12317.0,13172.0,14383.0,11960.0,12777.0,12073.0,14139.0,13094.0,14221.0,6730.0,9345.0,13319.0,10450.0,12830.0
943.74,14260.0,11910.0,13100.0,14782.0,11738.0,12673.0,11864.0,14078.0,12886.0,13853.0,6575.0,9751.0,13388.0,10380.0,12543.0
945.79,14784.0,11852.0,13334.0,14846.0,11800.0,12620.0,12219.0,14131.0,13439.0,14276.0,6836.0,9636.0,13252.0,10259.0,12533.0
947.85,14343.0,11793.0,13303.0,14450.0,11655.0,12428.0,11987.0,13609.0,13636.0,14018.0,6449.0,9516.0,13159.0,10366.0,12620.0
949.9,14381.0,12096.0,13015.0,14173.0,11493.0,12179.0,11966.0,13593.0,13135.0,13876.0,6824.0,9426.0,12902.0,10057.0,12542.0
951.95,14606.0,12557.0,13460.0,14711.0,11633.0,12595.0,11866.0,13753.0,13476.0,13954.0,6685.0,9678.0,13292.0,10265.0,12817.0
954.0,14534.0,12119.0,12838.0,14370.0,11652.0,12741.0,11776.0,14016.0,13035.0,13796.0,6636.0,9406.0,13082.0,9999.0,12923.0
956.05,14409.0,11842.0,13061.0,14187.0,11675.0,12344.0,12076.0,13706.0,12827.0,13691.0,6753.0,9208.0,12641.0,10113.0,12227.0
958.1,14324.0,11882.0,12944.0,14452.0,11582.0,11950.0,12187.0,13835.0,13442.0,13663.0,6445.0,8938.0,12746.0,9989.0,12193.0
960.15,14156.0,12190.0,12714.0,13797.0,11145.0,12123.0,11680.0,13751.0,12946.0,13476.0,6728.0,9234.0,12814.0,10293.0,12310.0
962.2,13881.0,11476.0,12771.0,13959.0,11619.0,12190.0,12118.0,13595.0,12889.0,13305.0,6720.0,9004.0,12535.0,10092.0,12239.0
964.25,13929.0,11617.0,12649.0,13764.0,11315.0,11767.0,11808.0,13463.0,12912.0,13277.0,6689.0,9170.0,12173.0,9699.0,12422.0
966.3,13671.0,11601.0,12093.0,14015.0,11438.0,11751.0,11747.0,13637.0,12786.0,13446.0,6547.0,9116.0,12062.0,9682.0,12199.0
968.34,13445.0,11440.0,11861.0,13852.0,10987.0,11838.0,11780.0,13307.0,12644.0,12955.0,6715.0,9019.0,12341.0,9663.0,12033.0
970.39,13576.0,11409.0,12043.0,13763.0,10950.0,11615.0,11348.0,12897.0,12862.0,13124.0,6117.0,8994.0,12053.0,9427.0,11998.0
972.43,13603.0,11351.0,12136.0,13855.0,10916.0,11678.0,11312.0,13395.0,12564.0,13047.0,6396.0,8775.0,11936.0,9502.0,11974.0
974.47,13713.0,11640.0,12034.0,13745.0,11069.0,11532.0,11499.0,13390.0,12755.0,12987.0,6268.0,8799.0,11858.0,9386.0,12050.0
976.51,13222.0,11494.0,12018.0,13391.0,10953.0,11593.0,11098.0,12977.0,12251.0,13056.0,6407.0,8707.0,11618.0,9367.0,12026.0
978.56,13278.0,11064.0,12084.0,13186.0,10490.0,11805.0,11285.0,13238.0,12057.0,12934.0,6331.0,8720.0,11970.0,9247.0,11455.0
980.6,12987.0,11306.0,11903.0,13199.0,10459.0,11535.0,11006.0,13218.0,12356.0,12976.0,6374.0,8812.0,11877.0,9452.0,11587.0
982.64,13212.0,11141.0,11897.0,13073.0,10575.0,11509.0,11062.0,12748.0,12101.0,13009.0,6377.0,8851.0,11475.0,9606.0,11726.0
984.68,13543.0,11459.0,11860.0,13131.0,10506.0,11487.0,10921.0,12867.0,12182.0,13087.0,6197.0,8649.0,11519.0,9396.0,11681.0
986.71,13505.0,11646.0,11683.0,12965.0,10510.0,11527.0,10879.0,12719.0,12265.0,12513.0,6128.0,8540.0,11412.0,9349.0,11689.0
988.75,13589.0,11364.0,11905.0,13421.0,10750.0,11166.0,10995.0,12870.0,12220.0,12773.0,5966.0,8483.0,11733.0,8762.0,11734.0
990.79,13217.0,11109.0,11835.0,13249.0,10567.0,11258.0,10971.0,12684.0,12073.0,12613.0,6049.0,8511.0,11726.0,9270.0,11439.0
992.82,13087.0,11158.0,11767.0,13029.0,10383.0,11423.0,11302.0,12319.0,11937.0,12741.0,6197.0,8334.0,11474.0,9271.0,11473.0
994.86,13191.0,10734.0,11875.0,13037.0,10503.0,11416.0,10995.0,12555.0,12109.0,12594.0,6254.0,8480.0,11208.0,9529.0,11644.0
996.89,13282.0,11052.0,11546.0,12902.0,10508.0,10927.0,10962.0,12484.0,11913.0,12285.0,6336.0,8820.0,11354.0,9223.0,11307.0
998.92,13007.0,11135.0,11598.0,13031.0,10513.0,11277.0,10873.0,12667.0,12055.0,12572.0,6189.0,8461.0,11448.0,9007.0,11265.0
1000.95,12951.0,10886.0,11633.0,13139.0,10669.0,11139.0,11392.0,12813.0,12144.0,12395.0,6312.0,8708.0,11320.0,9036.0,11534.0
1002.98,12893.0,11216.0,11477.0,13053.0,10487.0,10979.0,11058.0,12285.0,11710.0,12315.0,5895.0,8241.0,11189.0,9068.0,11353.0
1005.02,12901.0,11145.0,11417.0,12191.0,10343.0,11044.0,10783.0,12109.0,11838.0,12435.0,6090.0,8087.0,11251.0,8777.0,11375.0
1007.04,12849.0,10805.0,11343.0,12853.0,10337.0,11033.0,11020.0,12299.0,11983.0,12396.0,6093.0,8722.0,11200.0,9460.0,11403.0
1009.07,12565.0,10680.0,11430.0,12878.0,10303.0,11026.0,10842.0,12100.0,12011.0,12548.0,6091.0,8082.0,11123.0,9222.0,11503.0
1011.1,12649.0,10648.0,11419.0,12709.0,10358.0,11192.0,10981.0,12309.0,12057.0,12249.0,5746.0,8440.0,11146.0,8995.0,10967.0
1013.13,12173.0,10957.0,11267.0,12419.0,10153.0,10977.0,10462.0,12429.0,11917.0,12240.0,6081.0,8361.0,11345.0,9077.0,10949.0
1015.15,12731.0,10908.0,11566.0,12691.0,10428.0,11144.0,10843.0,12186.0,11759.0,12743.0,5760.0,8226.0,11331.0,8978.0,11317.0
1017.18,12769.0,10436.0,11549.0,12386.0,10452.0,10639.0,10865.0,12236.0,12007.0,12324.0,5656.0,8114.0,11299.0,8969.0,11029.0
1019.2,12390.0,10784.0,11184.0,12450.0,10282.0,10884.0,10446.0,12111.0,12036.0,12730.0,6084.0,8235.0,11315.0,9097.0,10675.0
1021.23,12668.0,10732.0,11466.0,12539.0,10007.0,10610.0,10522.0,12227.0,12055.0,12123.0,5904.0,8311.0,11008.0,8783.0,11001.0
1023.25,12424.0,10714.0,11399.0,12099.0,10113.0,10561.0,9974.0,12377.0,11753.0,12017.0,6218.0,8132.0,11359.0,8773.0,11053.0
1025.27,12347.0,10615.0,11277.0,12242.0,10080.0,10718.0,10272.0,12230.0,11605.0,11911.0,5772.0,8069.0,11188.0,8871.0,10928.0
1027.29,12277.0,10708.0,10963.0,12110.0,9866.0,10336.0,10588.0,12585.0,11573.0,11982.0,5819.0,8104.0,11051.0,8893.0,10881.0
