Raman Shift,"2044_D_siarczyn_sodu_5,5mM_9s_1acc_30%_3","2044_D_siarczyn_sodu_5,5mM_9s_1acc_30%_4","2044_G_siarczyn_sodu_5,5mM_9s_1acc_30%","2044_G_siarczyn_sodu_5,5mM_9s_1acc_30%_2","2044_G_siarczyn_sodu_5,5mM_9s_1acc_30%_3","2045_D_siarczyn_sodu_5,5mM_9s_1acc_30%","2045_D_siarczyn_sodu_5,5mM_9s_1acc_30%_2","2045_D_siarczyn_sodu_5,5mM_9s_1acc_30%_3","2045_G_siarczyn_sodu_5,5mM_9s_1acc_30%","2045_G_siarczyn_sodu_5,5mM_9s_1acc_30%_2","2041_D_siarczyn_sodu_5,5mM_9s_1acc_30%","2041_D_siarczyn_sodu_5,5mM_9s_1acc_30%_2","2041_G_siarczyn_sodu_5,5mM_9s_1acc_30%","2041_G_siarczyn_sodu_5,5mM_9s_1acc_30%_2","2044_D_siarczyn_sodu_5,5mM_9s_1acc_30%_2"
1548.55,8652.0,6464.0,6370.0,7357.0,5757.0,6580.0,6104.0,7604.0,7485.0,7467.0,3765.0,5740.0,7458.0,5435.0,6823.0
1550.35,8290.0,6424.0,6537.0,7367.0,5725.0,6755.0,6022.0,7845.0,7311.0,7613.0,3772.0,5562.0,7354.0,5360.0,6797.0
1552.15,8383.0,6300.0,6755.0,7278.0,5850.0,6734.0,6133.0,7993.0,7346.0,7371.0,3825.0,5531.0,7612.0,5313.0,6753.0
1553.96,8362.0,6261.0,6396.0,7306.0,5864.0,6752.0,6147.0,8012.0,7462.0,7504.0,3899.0,5737.0,7298.0,5604.0,6788.0
1555.76,8238.0,6348.0,6414.0,7438.0,5741.0,6742.0,6040.0,7862.0,7479.0,7340.0,3747.0,5380.0,7550.0,5163.0,6670.0
1557.56,8145.0,6310.0,6393.0,7319.0,5737.0,6782.0,6087.0,7934.0,7475.0,7179.0,3851.0,5789.0,7578.0,5271.0,6441.0
1559.36,8315.0,6243.0,6385.0,7209.0,5745.0,6580.0,6050.0,7587.0,7583.0,7305.0,3875.0,5503.0,7442.0,5461.0,6513.0
1561.16,8299.0,6238.0,6451.0,7363.0,5605.0,6594.0,5912.0,7634.0,7176.0,7433.0,3757.0,5495.0,7381.0,5326.0,6403.0
1562.96,8073.0,6265.0,6257.0,7051.0,5518.0,6432.0,5902.0,7508.0,7379.0,7079.0,3420.0,5388.0,7431.0,5125.0,6426.0
1564.75,8161.0,6323.0,6403.0,7132.0,5708.0,6405.0,5984.0,7488.0,7412.0,6984.0,3536.0,5619.0,7330.0,5147.0,6309.0
1566.55,8451.0,6266.0,6326.0,7236.0,5698.0,6436.0,6158.0,7605.0,7375.0,7339.0,3525.0,5482.0,7210.0,4895.0,6467.0
1568.35,8129.0,6077.0,6133.0,7313.0,5561.0,6409.0,6059.0,7729.0,7609.0,7145.0,3709.0,5379.0,6946.0,5235.0,6515.0
1570.14,8245.0,6173.0,6384.0,7183.0,5562.0,6569.0,5747.0,7353.0,7542.0,7206.0,3502.0,5306.0,7458.0,4957.0,6629.0
1571.94,8135.0,6290.0,6315.0,6943.0,5471.0,6328.0,5946.0,7305.0,7689.0,6735.0,3605.0,5739.0,7379.0,5238.0,6573.0
1573.73,8061.0,6237.0,6425.0,6963.0,5560.0,6653.0,5914.0,7563.0,7357.0,7036.0,3531.0,5334.0,7133.0,5264.0,6671.0
1575.52,8097.0,6015.0,6179.0,6895.0,5597.0,6518.0,5823.0,7050.0,7305.0,7042.0,3652.0,5234.0,7254.0,5052.0,6563.0
1577.31,7976.0,6025.0,6359.0,6675.0,5516.0,6706.0,6019.0,7238.0,7231.0,7063.0,3533.0,5233.0,7031.0,4912.0,6341.0
1579.11,8115.0,5941.0,6294.0,6996.0,5565.0,6547.0,5909.0,7656.0,7319.0,7093.0,3726.0,5406.0,7244.0,5136.0,6702.0
1580.9,8176.0,5916.0,6055.0,6998.0,5310.0,6368.0,5872.0,7346.0,7421.0,6862.0,3423.0,5359.0,7096.0,5039.0,6528.0
1582.69,7978.0,5981.0,6112.0,6903.0,5321.0,6308.0,5827.0,7494.0,7042.0,6771.0,3579.0,5277.0,7353.0,4872.0,6465.0
1584.48,8110.0,6075.0,6125.0,6812.0,5469.0,6243.0,5580.0,7180.0,6967.0,6884.0,3585.0,5042.0,7187.0,4751.0,6654.0
1586.27,8142.0,6003.0,6073.0,6990.0,5226.0,6295.0,5801.0,7316.0,7137.0,6732.0,3458.0,5377.0,7083.0,4996.0,6454.0
1588.05,7934.0,6315.0,5954.0,6646.0,5337.0,6364.0,5794.0,7369.0,6975.0,6758.0,3413.0,5260.0,6832.0,4981.0,6310.0
1589.84,8129.0,6053.0,6254.0,6699.0,5459.0,6239.0,5896.0,7270.0,6979.0,6605.0,3440.0,5047.0,6883.0,4741.0,6521.0
1591.63,7882.0,5797.0,6247.0,6706.0,5236.0,6137.0,5935.0,7485.0,6924.0,6748.0,3492.0,5441.0,6944.0,4849.0,6512.0
1593.41,8161.0,5976.0,6299.0,7135.0,5483.0,6091.0,5762.0,7426.0,6911.0,6883.0,3717.0,5373.0,6843.0,4952.0,6425.0
1595.2,7974.0,5723.0,6280.0,6890.0,5378.0,5971.0,5931.0,7215.0,6965.0,6821.0,3620.0,5144.0,6820.0,4843.0,6450.0
1596.98,7814.0,5909.0,6080.0,6776.0,5074.0,6067.0,5912.0,7358.0,6983.0,6646.0,3510.0,5015.0,6966.0,4856.0,6458.0
1598.77,8183.0,6057.0,6224.0,6871.0,5443.0,6040.0,5533.0,7232.0,7058.0,6664.0,3622.0,5186.0,6737.0,4706.0,6386.0
1600.55,7856.0,5953.0,6312.0,6758.0,5368.0,5788.0,5516.0,7114.0,6877.0,6698.0,3576.0,5003.0,6565.0,4843.0,6460.0
1602.33,8131.0,5908.0,6429.0,7055.0,5371.0,6138.0,5532.0,7098.0,7053.0,6611.0,3457.0,5109.0,6882.0,4763.0,6331.0
1604.11,7732.0,5999.0,6266.0,6634.0,5178.0,5958.0,5617.0,6870.0,6789.0,6636.0,3432.0,5307.0,6534.0,4894.0,6530.0
1605.89,7753.0,5777.0,6205.0,6632.0,5129.0,5812.0,5703.0,6906.0,6903.0,6395.0,3402.0,5197.0,6735.0,4778.0,6297.0
1607.67,7780.0,5937.0,6210.0,6593.0,5289.0,5770.0,5382.0,6865.0,6725.0,6425.0,3595.0,5169.0,6664.0,4976.0,5922.0
1609.45,7340.0,5663.0,6301.0,6564.0,5057.0,5742.0,5687.0,6795.0,6680.0,6348.0,3413.0,4864.0,6496.0,4636.0,6146.0
1611.23,7466.0,5649.0,5970.0,6534.0,4984.0,5759.0,5296.0,6569.0,6773.0,6260.0,3208.0,4826.0,6495.0,4646.0,5859.0
1613.01,7255.0,5486.0,5537.0,6045.0,4831.0,5549.0,5370.0,6316.0,6625.0,6278.0,3344.0,4646.0,6253.0,4395.0,5809.0
1614.79,7106.0,5583.0,5621.0,5987.0,4870.0,5378.0,5294.0,6416.0,6453.0,5966.0,3079.0,4647.0,6146.0,4096.0,5726.0
1616.56,7310.0,5575.0,5494.0,6361.0,4858.0,5566.0,5103.0,6122.0,6574.0,6057.0,3286.0,4580.0,5832.0,4424.0,5784.0
1618.34,6960.0,5467.0,5472.0,6144.0,4854.0,5320.0,5185.0,6223.0,6025.0,5882.0,3234.0,4784.0,5678.0,4228.0,5684.0
1620.11,6784.0,5291.0,5588.0,6097.0,4963.0,5397.0,5076.0,6077.0,6402.0,6113.0,3245.0,4825.0,5978.0,4293.0,5701.0
1621.89,6943.0,5477.0,5518.0,6201.0,4873.0,5552.0,5026.0,6090.0,6035.0,6069.0,3107.0,4609.0,5855.0,4314.0,5653.0
1623.66,6862.0,5197.0,5547.0,6051.0,4905.0,5479.0,4915.0,6081.0,5929.0,5822.0,3107.0,4409.0,5915.0,4140.0,5460.0
1625.43,6730.0,5059.0,5513.0,5985.0,4903.0,5338.0,5031.0,5968.0,5929.0,5756.0,2941.0,4373.0,5680.0,4016.0,5382.0
1627.2,6531.0,5109.0,5242.0,5938.0,4632.0,5518.0,4928.0,5860.0,6004.0,5583.0,2950.0,4204.0,5559.0,4263.0,5268.0
1628.98,6400.0,5186.0,5269.0,6062.0,4564.0,5400.0,4969.0,5944.0,5853.0,5704.0,2927.0,4093.0,5597.0,3998.0,5536.0
1630.75,6277.0,5197.0,5211.0,5653.0,4409.0,5182.0,4898.0,5754.0,5799.0,5387.0,3013.0,4251.0,5434.0,4052.0,4992.0
1632.52,6125.0,5010.0,5183.0,5886.0,4616.0,5172.0,4816.0,5730.0,5857.0,5583.0,2953.0,4087.0,5423.0,3820.0,5223.0
1634.29,6358.0,5077.0,5135.0,5898.0,4675.0,5040.0,4702.0,5622.0,5641.0,5511.0,2836.0,4035.0,5290.0,3908.0,5015.0
1636.05,6329.0,4769.0,5188.0,5850.0,4561.0,5165.0,4754.0,5846.0,5697.0,5619.0,2804.0,4015.0,5374.0,4009.0,5089.0
1637.82,6045.0,4973.0,5132.0,5761.0,4392.0,4903.0,4571.0,5613.0,5712.0,5255.0,2506.0,3876.0,4836.0,3680.0,4850.0
1639.59,6161.0,4683.0,5226.0,5863.0,4439.0,4949.0,4811.0,5534.0,5498.0,5365.0,2791.0,3978.0,5369.0,3733.0,5094.0
1641.35,5900.0,4883.0,4805.0,5611.0,4327.0,4854.0,4602.0,5512.0,5657.0,5093.0,2530.0,3816.0,5321.0,3689.0,4678.0
1643.12,5640.0,4795.0,4949.0,5447.0,4405.0,4773.0,4507.0,5473.0,5479.0,5345.0,2596.0,3532.0,5061.0,3569.0,4673.0
1644.88,6001.0,4573.0,4708.0,5351.0,4189.0,4863.0,4550.0,5426.0,5340.0,5037.0,2611.0,3544.0,5035.0,3739.0,4815.0
1646.65,5805.0,4763.0,4762.0,5219.0,4337.0,4794.0,4637.0,5587.0,5341.0,5126.0,2638.0,3596.0,4782.0,3702.0,4709.0
1648.41,5782.0,4470.0,4822.0,5247.0,4171.0,4640.0,4226.0,4917.0,5302.0,5012.0,2674.0,3585.0,4806.0,3565.0,4657.0
1650.17,5543.0,4416.0,4819.0,5413.0,4303.0,4559.0,4263.0,5335.0,5249.0,5121.0,2473.0,3592.0,4645.0,3461.0,4726.0
1651.94,5543.0,4280.0,4859.0,5317.0,4291.0,4640.0,4266.0,5124.0,5146.0,4911.0,2498.0,3357.0,4646.0,3516.0,4606.0
1653.7,5185.0,4528.0,4393.0,5145.0,3999.0,4367.0,4296.0,4915.0,5096.0,4748.0,2720.0,3365.0,4639.0,3470.0,4440.0
1655.46,5229.0,4447.0,4598.0,5008.0,4077.0,4617.0,4070.0,5106.0,5162.0,4691.0,2340.0,3089.0,4581.0,3358.0,4496.0
1657.22,5478.0,4386.0,4590.0,5192.0,4045.0,4456.0,4125.0,5002.0,4937.0,4793.0,2443.0,3259.0,4262.0,3313.0,4446.0
1658.98,5277.0,4188.0,4647.0,4834.0,3955.0,4324.0,4287.0,5014.0,5026.0,4755.0,2435.0,3081.0,4431.0,3577.0,4356.0
1660.74,5109.0,4077.0,4246.0,4876.0,4011.0,4571.0,4217.0,5034.0,4842.0,4515.0,2415.0,3097.0,4341.0,3389.0,4305.0
1662.49,5105.0,4281.0,4226.0,4888.0,3773.0,4454.0,4278.0,4984.0,4822.0,4665.0,2295.0,3138.0,4250.0,3349.0,4364.0
1664.25,4857.0,4091.0,4284.0,4552.0,3917.0,4321.0,3941.0,4837.0,4846.0,4389.0,2185.0,2878.0,4346.0,3198.0,4128.0
1666.01,5327.0,4227.0,4590.0,4834.0,3981.0,4319.0,4123.0,4776.0,4667.0,4722.0,2353.0,2949.0,4156.0,3373.0,4381.0
1667.76,5015.0,4238.0,4454.0,4905.0,3987.0,4251.0,4245.0,4840.0,4786.0,4437.0,2303.0,2912.0,4242.0,3163.0,4243.0
1669.52,5083.0,4033.0,4455.0,4841.0,3943.0,4203.0,3833.0,4684.0,4522.0,4585.0,2422.0,2738.0,4173.0,3288.0,4117.0
1671.27,4999.0,4149.0,4343.0,4622.0,3971.0,4031.0,3876.0,4785.0,4497.0,4440.0,2077.0,2773.0,4054.0,3196.0,4112.0
1673.02,4851.0,3925.0,4034.0,4758.0,3853.0,4014.0,3893.0,4555.0,4587.0,4232.0,2124.0,2903.0,4183.0,3053.0,4169.0
1674.78,4703.0,3903.0,4192.0,4712.0,3693.0,4081.0,3887.0,4511.0,4375.0,4514.0,2112.0,2813.0,3879.0,3065.0,3985.0
1676.53,4914.0,3840.0,4146.0,4648.0,3631.0,4031.0,3729.0,4459.0,4320.0,4447.0,2308.0,2786.0,3972.0,3256.0,4088.0
1678.28,4683.0,3715.0,4192.0,4622.0,3777.0,4034.0,3819.0,4341.0,4407.0,4183.0,2339.0,2861.0,3904.0,3190.0,4043.0
1680.03,4755.0,3674.0,4137.0,4515.0,3632.0,4046.0,3957.0,4433.0,4411.0,4300.0,2247.0,2742.0,3832.0,2764.0,3940.0
1681.78,4809.0,3899.0,4079.0,4619.0,3739.0,3685.0,3813.0,4396.0,4309.0,4257.0,2164.0,2776.0,3912.0,3027.0,3825.0
1683.53,4499.0,3961.0,4026.0,4520.0,3643.0,3873.0,3825.0,4515.0,4236.0,4475.0,2272.0,2725.0,3884.0,3140.0,4086.0
1685.28,4909.0,3677.0,4214.0,4389.0,3621.0,3711.0,3729.0,4423.0,4320.0,4475.0,2192.0,2735.0,3687.0,2904.0,3931.0
1687.03,4615.0,3792.0,4108.0,4599.0,3789.0,3929.0,3879.0,4062.0,4396.0,4242.0,2174.0,2747.0,3727.0,2991.0,3797.0
1688.77,4407.0,3703.0,4077.0,4473.0,3505.0,3503.0,3553.0,4071.0,4096.0,4197.0,2128.0,2469.0,3767.0,2894.0,3862.0
1690.52,4619.0,3765.0,3956.0,4276.0,3639.0,3703.0,3501.0,4181.0,3999.0,4051.0,2074.0,2593.0,3825.0,2806.0,3775.0
1692.26,4545.0,3658.0,3919.0,4462.0,3575.0,3669.0,3630.0,4207.0,4124.0,4183.0,2146.0,2775.0,3627.0,2784.0,3854.0
1694.01,4201.0,3641.0,3893.0,4311.0,3472.0,3672.0,3519.0,4033.0,4107.0,3919.0,2055.0,2530.0,3327.0,2671.0,3783.0
1695.75,4597.0,3735.0,3844.0,4300.0,3573.0,3771.0,3572.0,4166.0,4009.0,4171.0,2012.0,2589.0,3750.0,2809.0,3762.0
1697.5,4367.0,3718.0,4029.0,4371.0,3582.0,3361.0,3547.0,3969.0,4199.0,4251.0,1902.0,2424.0,3740.0,2681.0,3694.0
1699.24,4263.0,3516.0,3835.0,4399.0,3314.0,3651.0,3529.0,4143.0,4019.0,3887.0,2097.0,2461.0,3545.0,2829.0,3660.0
1700.98,4391.0,3559.0,3691.0,4200.0,3369.0,3557.0,3605.0,3971.0,3984.0,4027.0,2202.0,2759.0,3655.0,2821.0,3616.0
1702.72,4307.0,3561.0,3943.0,4181.0,3349.0,3627.0,3603.0,3982.0,4164.0,4187.0,1743.0,2328.0,3271.0,2430.0,3606.0
1704.46,4309.0,3499.0,3937.0,4065.0,3379.0,3628.0,3510.0,3812.0,3997.0,3849.0,2271.0,2595.0,3609.0,2802.0,3649.0
1706.2,4234.0,3325.0,3920.0,4190.0,3432.0,3549.0,3510.0,3995.0,3894.0,3832.0,2023.0,2408.0,3339.0,2495.0,3433.0
1707.94,4267.0,3509.0,3821.0,4229.0,3306.0,3730.0,3583.0,3949.0,3882.0,3886.0,1908.0,2532.0,3266.0,2748.0,3827.0
1709.68,4231.0,3755.0,3783.0,4177.0,3475.0,3454.0,3487.0,4031.0,4088.0,3963.0,1841.0,2284.0,3424.0,2705.0,3580.0
1711.42,4456.0,3567.0,3815.0,4195.0,3319.0,3425.0,3254.0,3746.0,3921.0,4019.0,1905.0,2314.0,3527.0,2559.0,3556.0
1713.16,4087.0,3363.0,3735.0,4093.0,3263.0,3530.0,3461.0,3684.0,4003.0,3885.0,1799.0,2431.0,3331.0,2578.0,3584.0
1714.89,3951.0,3345.0,3737.0,3974.0,3225.0,3406.0,3240.0,3758.0,3920.0,3671.0,1895.0,2326.0,3438.0,2455.0,3751.0
1716.63,4124.0,3301.0,3660.0,4105.0,3249.0,3166.0,3203.0,3546.0,3911.0,3849.0,1902.0,2395.0,3524.0,2592.0,3590.0
1718.36,3859.0,3449.0,3683.0,4061.0,3063.0,3444.0,3285.0,3965.0,3818.0,3623.0,1976.0,2389.0,3204.0,2501.0,3559.0
1720.1,4143.0,3335.0,3671.0,4151.0,3389.0,3335.0,3222.0,3737.0,3848.0,3829.0,1874.0,2417.0,3308.0,2519.0,3509.0
1721.83,3938.0,3335.0,3631.0,3817.0,3051.0,3620.0,3348.0,3609.0,3857.0,3837.0,1860.0,2190.0,3282.0,2639.0,3599.0
1723.56,3915.0,3205.0,3583.0,3857.0,3193.0,3274.0,3229.0,3599.0,3821.0,3767.0,1761.0,2079.0,3098.0,2533.0,3481.0
1725.3,4036.0,3450.0,3652.0,4088.0,3082.0,3124.0,3078.0,3457.0,3743.0,3760.0,1707.0,2129.0,3131.0,2532.0,3496.0
1727.03,3941.0,3122.0,3637.0,3780.0,3167.0,3185.0,3095.0,3650.0,3745.0,3525.0,1811.0,2117.0,3097.0,2283.0,3437.0
1728.76,3683.0,3151.0,3519.0,3665.0,3123.0,3167.0,3402.0,3746.0,3545.0,3591.0,1854.0,2317.0,3074.0,2490.0,3288.0
1730.49,3895.0,3356.0,3645.0,3753.0,3169.0,3402.0,3250.0,3715.0,3620.0,3831.0,1669.0,2136.0,3029.0,2392.0,3413.0
1732.22,3883.0,3217.0,3585.0,3819.0,3083.0,3157.0,3243.0,3570.0,3793.0,3579.0,1661.0,2125.0,2978.0,2426.0,3501.0
1733.95,3560.0,3316.0,3344.0,3613.0,3020.0,3181.0,3210.0,3455.0,3684.0,3537.0,1828.0,2174.0,2755.0,2429.0,3323.0
1735.68,3799.0,3247.0,3341.0,3895.0,3022.0,3062.0,3096.0,3353.0,3579.0,3697.0,1764.0,2048.0,2802.0,2285.0,3257.0
1737.4,3701.0,3166.0,3627.0,3771.0,3040.0,3174.0,3082.0,3350.0,3586.0,3763.0,1729.0,2149.0,3183.0,2430.0,3395.0
1739.13,3695.0,3048.0,3421.0,3871.0,3071.0,3179.0,3197.0,3694.0,3747.0,3599.0,1691.0,2148.0,3073.0,2379.0,3228.0
1740.86,3625.0,3205.0,3423.0,3852.0,3067.0,3236.0,3002.0,3477.0,3492.0,3563.0,1803.0,2012.0,3211.0,2205.0,3313.0
1742.58,3647.0,3238.0,3447.0,3791.0,2995.0,3089.0,3052.0,3249.0,3669.0,3438.0,1763.0,2164.0,2989.0,2358.0,3053.0
1744.3,3811.0,3334.0,3333.0,3635.0,2935.0,3012.0,3034.0,3326.0,3594.0,3569.0,1890.0,2135.0,2844.0,2364.0,3184.0
1746.03,3619.0,3161.0,3439.0,3619.0,2899.0,3265.0,3198.0,3604.0,3521.0,3431.0,1795.0,2317.0,3001.0,2373.0,3093.0
1747.75,3479.0,3251.0,3147.0,3651.0,2792.0,3074.0,3002.0,3251.0,3390.0,3499.0,1580.0,2108.0,2921.0,2176.0,3173.0
1749.47,3603.0,3053.0,3397.0,3691.0,2824.0,2955.0,3039.0,3189.0,3407.0,3411.0,1666.0,2110.0,2792.0,2234.0,3198.0
1751.2,3517.0,3165.0,3249.0,3539.0,2908.0,3009.0,3028.0,3137.0,3410.0,3457.0,1760.0,2061.0,2779.0,2152.0,3193.0
1752.92,3650.0,2951.0,3371.0,3647.0,2975.0,3033.0,3000.0,3268.0,3392.0,3439.0,1603.0,2061.0,2817.0,2389.0,3107.0
1754.64,3689.0,3107.0,3457.0,3633.0,3103.0,3015.0,2964.0,3355.0,3414.0,3351.0,1711.0,2014.0,2832.0,2176.0,3231.0
1756.36,3385.0,2898.0,3179.0,3501.0,2870.0,3108.0,2968.0,3279.0,3345.0,3379.0,1653.0,2165.0,2772.0,2304.0,3133.0
1758.08,3448.0,3011.0,3101.0,3547.0,2878.0,2983.0,3098.0,3235.0,3317.0,3427.0,1720.0,2056.0,2688.0,2282.0,3103.0
1759.79,3457.0,3067.0,3129.0,3557.0,2826.0,3005.0,3060.0,3355.0,3371.0,3209.0,1697.0,2047.0,2938.0,2301.0,3001.0
1761.51,3509.0,2979.0,3231.0,3635.0,2877.0,2911.0,3038.0,3409.0,3262.0,3353.0,1670.0,1901.0,2725.0,2239.0,3118.0
1763.23,3741.0,3145.0,3151.0,3655.0,2848.0,2991.0,2848.0,3205.0,3278.0,3401.0,1549.0,2151.0,2500.0,2178.0,3197.0
1764.94,3395.0,3092.0,3413.0,3439.0,2802.0,2768.0,2890.0,3167.0,3490.0,3341.0,1668.0,2180.0,2710.0,2223.0,2884.0
1766.66,3515.0,2999.0,3243.0,3597.0,2894.0,3043.0,2966.0,3226.0,3317.0,3337.0,1608.0,2063.0,2819.0,2312.0,3071.0
1768.38,3367.0,2985.0,3145.0,3495.0,2760.0,2952.0,2959.0,3247.0,3171.0,3291.0,1794.0,1988.0,2845.0,2165.0,3027.0
1770.09,3389.0,2870.0,3173.0,3369.0,3040.0,3197.0,3070.0,3406.0,3399.0,3149.0,1502.0,1913.0,2927.0,2047.0,3111.0
1771.8,3328.0,2924.0,3210.0,3344.0,2717.0,3072.0,2946.0,3385.0,3212.0,3265.0,1583.0,1874.0,2800.0,2207.0,2922.0
1773.52,3481.0,2946.0,3237.0,3519.0,2744.0,2768.0,2854.0,3329.0,3420.0,3339.0,1550.0,1962.0,2729.0,2130.0,2903.0
1775.23,3480.0,2901.0,3251.0,3505.0,2823.0,2921.0,2866.0,3221.0,3197.0,3489.0,1717.0,1965.0,2744.0,2327.0,3093.0
1776.94,3431.0,3009.0,3129.0,3503.0,2883.0,2946.0,2938.0,3263.0,3125.0,3326.0,1352.0,1827.0,2930.0,2044.0,3049.0
1778.65,3320.0,2821.0,3159.0,3275.0,2839.0,2990.0,2863.0,3167.0,3322.0,3184.0,1541.0,1949.0,2800.0,2156.0,2899.0
1780.36,3695.0,2975.0,3401.0,3545.0,2904.0,3150.0,3002.0,3300.0,3234.0,3508.0,1626.0,1917.0,2970.0,2246.0,3103.0
1782.07,3577.0,2848.0,3429.0,3660.0,2812.0,2878.0,2871.0,3253.0,3327.0,3364.0,1440.0,1929.0,2928.0,2110.0,3079.0
1783.78,3409.0,3049.0,3305.0,3429.0,2812.0,3040.0,2986.0,3196.0,3271.0,3224.0,1644.0,1900.0,2697.0,1990.0,2985.0
1785.49,3534.0,3094.0,3220.0,3332.0,2732.0,2834.0,3094.0,3271.0,3355.0,3119.0,1537.0,1868.0,2790.0,2081.0,2942.0
1787.19,3467.0,2892.0,3105.0,3437.0,2835.0,2993.0,3061.0,3296.0,3483.0,3254.0,1666.0,2026.0,2631.0,2174.0,2945.0
1788.9,3561.0,2954.0,3281.0,3516.0,2875.0,2935.0,2846.0,3189.0,3267.0,3310.0,1561.0,1949.0,2698.0,2074.0,3075.0
1790.6,3535.0,3019.0,3265.0,3603.0,2839.0,3022.0,2774.0,3278.0,3335.0,3381.0,1490.0,2068.0,2499.0,2125.0,3087.0
1792.31,3449.0,2977.0,3295.0,3557.0,2852.0,2856.0,2812.0,3372.0,3227.0,3214.0,1509.0,1918.0,2631.0,2013.0,2931.0
1794.01,3273.0,3021.0,3123.0,3327.0,2766.0,2827.0,2934.0,3108.0,3236.0,3163.0,1705.0,1901.0,2652.0,2094.0,3059.0
1795.72,3547.0,2989.0,3209.0,3388.0,2881.0,2936.0,2952.0,3251.0,3373.0,3409.0,1659.0,1800.0,2625.0,2244.0,2941.0
1797.42,3369.0,2818.0,3171.0,3343.0,2716.0,2720.0,2951.0,3179.0,3331.0,3320.0,1726.0,2008.0,2872.0,2269.0,2973.0
1799.12,3332.0,2864.0,3349.0,3251.0,2780.0,2763.0,2912.0,3033.0,3317.0,3337.0,1558.0,1839.0,2764.0,2086.0,3001.0
